,Title,Author,Vote,Views,Link,Body,Date release
293,Đồng tính luyến ái được nhìn nhận như thế nào ở Trung Hoa cổ đại? [Phần 1],Q R V N,41,8940,https://spiderum.com/bai-dang/Dong-tinh-luyen-ai-duoc-nhin-nhan-nhu-the-nao-o-Trung-Hoa-co-dai-Phan-1-jcw,"  Nguồn:  https://qr.ae/TWPb87     Trả lời bởi Matthew Nghiem, một người say mê Trung Quốc    Điều tối quan trọng cần được hiểu ở đây là nhận thức...",29 tháng 10 2019
294,Nghiện Rượu Và Ảnh Hưởng Của Nó Tới Sức Khỏe Tâm Thần,DoramaruChan,8,1777,https://spiderum.com/bai-dang/Nghien-ruou-va-anh-huong-cua-no-toi-suc-khoe-tam-than-j91,"         Con người từ xa xưa đã sử dụng rượu vào trong đời sống hằng ngày, mỗi quốc gia hay dân tộc đều có những loại rượu khác nhau, song, bản chất...",23 tháng 10 2019
295,Tín Điều Tự Do,Phàm nhân tu tiên,14,1360,https://spiderum.com/bai-dang/Tin-Dieu-Tu-Do-j7b," Lời đề: Dựa trên những gì mình học được . Đây sẽ là loạt series của mình về Chủ Nghĩa Tự Do.  Series có tên là ""Vòng Đời Của Tự Do"".   Được lấy...",21 tháng 10 2019
296,5 “ÔNG LỚN” DOANH NGHIỆP DẪN ĐẦU XU HƯỚNG ĐÀO TẠO NỘI BỘ TRỰC TUYẾN,Phuonganhb1210,11,1441,https://spiderum.com/bai-dang/5-ONG-LON-DOANH-NGHIEP-DAN-DAU-XU-HUONG-DAO-TAO-NOI-BO-TRUC-TUYEN-j79,"  Trong những năm gần đây, việc tập trung cho đào tạo nhân sự vẫn luôn là một dấu hỏi lớn với nhiều doanh nghiệp bởi lẽ rất nhiều tổ chức vẫn coi việc...",21 tháng 10 2019
297,Gian truân tiếng Việt trên máy tính,Curly Rae Braces,161,7132,https://spiderum.com/bai-dang/Gian-truan-tieng-Viet-tren-may-tinh-j65," Một trong những thứ nghe thì tưởng dễ nhưng thật sự rất khó là việc trao đổi và hiển thị tiếng Việt trên máy tính.          Trên máy tính, mỗi ký tự...",20 tháng 10 2019
298,IT Tuần này có gì mới #4 - 18/10/2019,doanguyen,39,1662,https://spiderum.com/bai-dang/IT-Tuan-nay-co-gi-moi-4-18102019-j58, IT  - Tuần này có gì mới là blog mình cập nhật hàng tuần những sự kiện liên quan tới giới công nghệ nói chung và lập trình nói riêng. Mục được...,18 tháng 10 2019
299,Joker và khái niệm The Shadow của Carl Jung,Tú Anh,62,10596,https://spiderum.com/bai-dang/Joker-va-khai-niem-The-Shadow-cua-Carl-Jung-j55,"         The Shadow là một trong những nguyên mẫu trong tâm lý học phân tích của Carl Jung. Theo ông, The Shadow chính là một phần trong mỗi người,...",18 tháng 10 2019
300,IT - Tuần này có gì mới #3 - 11/10/2019,doanguyen,57,2858,https://spiderum.com/bai-dang/IT-Tuan-nay-co-gi-moi-3-11102019-j17, IT - Tuần này có gì mới là blog mình cập nhật hàng tuần những sự kiện liên quan tới giới công nghệ nói chung và lập trình nói riêng. Mục được chọn là...,13 tháng 10 2019
301,IT - Tuần này có gì mới #2 - 06/10/2019,doanguyen,56,2188,https://spiderum.com/bai-dang/IT-Tuan-nay-co-gi-moi-2-06102019-iv2, IT - Tuần này có gì mới là blog mình cập nhật hàng tuần những sự kiện liên quan tới giới công nghệ nói chung và lập trình nói riêng. Mục được chọn là...,6 tháng 10 2019
302,Một vị cứu tinh của nhân loại vừa ra đi - Dành tặng nhà khoa học tôi yêu mến,Tiểu Long Nhân,73,2457,https://spiderum.com/bai-dang/Mot-vi-cuu-tinh-cua-nhan-loai-vua-ra-di-Danh-tang-nha-khoa-hoc-toi-yeu-men-iux,"  Suốt 26 năm vừa qua, hàng nghìn người vô tội bị kết án tử hình khắp 13 bang nước Mỹ đã được giải oan và trả tự do, tất cả nhờ vào một người có tên...",6 tháng 10 2019
303,"""Chỉ có những gã điên mới thay đổi được thế giới"" - Câu chuyện về bác sĩ Forssmann",Tiểu Long Nhân,55,5403,https://spiderum.com/bai-dang/Chi-co-nhung-ga-dien-moi-thay-doi-duoc-the-gioi-Cau-chuyen-ve-bac-si-Forssmann-iu2,"  Werner Forssmann, (1094-1979, người Đức) từng bị nhận xét là “không đủ tư cách trở thành bác sĩ”. Nhưng, có lẽ cũng vì vậy, ông đã đặt cược chính...",5 tháng 10 2019
304,Giá trị của Khoa học,Trà Kha,68,4055,https://spiderum.com/bai-dang/Gia-tri-cua-Khoa-hoc-itx,"  Trong một lần tình cờ, thì mình đã đọc và rất thích bài diễn văn ""Giá trị của Khoa học"" (The Value of Science) với lời văn rất đẹp và đầy cảm hứng...",5 tháng 10 2019
305,Bạn Có Muốn Sử Dụng Wifi Miễn Phí Không?,SuJ2team,18,2090,https://spiderum.com/bai-dang/Ban-Co-Muon-Su-Dung-Wifi-Mien-Phi-Khong-itn,"          Bài này viết về sự nguy hiểm của kiểu tấn công Man-In-the-Middle trên các trình duyệt, đặc biệt trong môi trường mạng kết nối wifi mở hoặc...",4 tháng 10 2019
306,Chương 2: Khi Khủng Bố Gõ Cửa,SuJ2team,9,997,https://spiderum.com/bai-dang/Chuong-2-Khi-Khung-Bo-Moi-Goi-itv, (Người dịch:  Su-J2team Community )                      Comrade là một hacker 20 tuổi. Những ngày gần đây anh ta...,4 tháng 10 2019
307,Ra mắt Podcast mới: Công nghệ 4.04,Curly Rae Braces,54,2270,https://spiderum.com/bai-dang/Ra-mat-Podcast-moi-Cong-nghe-404-isb,"     Bạn có sẵn sàng làm hacker?    Trong ba tuần vừa qua, anh Dương Ngọc Thái và tôi đã làm việc không mệt mỏi để ra mắt một ấn phẩm mới, mang tên...",3 tháng 10 2019
308,Phức cảm thượng đẳng - The Superiority Complex,Tú Anh,115,11489,https://spiderum.com/bai-dang/Phuc-cam-thuong-dang-The-Superiority-Complex-ipu,"          Phức cảm thượng đẳng , hay  phức cảm ưu việt  (superiority complex) được từ điển tâm lý học của Hiệp hội tâm lý học Hoa Kỳ định nghĩa như...",30 tháng 9 2019
309,Triết học Penrose về ý thức ,Miku Nakano,22,1824,https://spiderum.com/bai-dang/Triet-hoc-Penrose-ve-y-thuc-ipw,"         Bài viết này nói về những lập luận của Roger Penrose về khả năng của trí tuệ nhân tạo, được đặt ra trong những tác phẩm của ông, The...",30 tháng 9 2019
310,"Summer muốn xóa bỏ các khoản vay sinh viên, và giờ đây có 10 triệu đô để làm điều đó",Lonely wolf,6,926,https://spiderum.com/bai-dang/Summer-muon-xoa-bo-cac-khoan-vay-sinh-vien-va-gio-day-co-10-trieu-do-de-lam-dieu-do-ioo,"         1,5 nghìn tỉ đô la. Đó là tổng dư nợ các khoản vay sinh viên của người Mỹ theo ngân hàng dự trữ liên bang New York. Đó là một con số khủng...",28 tháng 9 2019
311,"Chuyện yêu, lai giống và loài",Curly Rae Braces,35,2092,https://spiderum.com/bai-dang/Chuyen-lai-giong-il9," Trong thế giới sinh vật, có rất nhiều con khác nhau, thế thì biết con gì là cùng loài với con gì?  Trong những loài sinh sản hữu tính, việc này rất...",22 tháng 9 2019
312,Vọc cùng Thành #11 - Realtime API trong 5 phút với FeathersJS,DevNow,11,1225,https://spiderum.com/bai-dang/Voc-cung-Thanh-11-Realtime-API-trong-5-phut-voi-FeathersJS-ilf, Lời mở đầu  Sau một thời gian sử dụng  Firebase  và gặp phải một số hạn chế nhất định (xin phép không được đề cập) thì mình quyết định ra đi tìm...,22 tháng 9 2019
313,Tại sao Apple dừng nghiên cứu tính năng nhắn tin mới  không cần sóng điện thoại cho...,Lonely wolf,9,1095,https://spiderum.com/bai-dang/Tai-sao-Apple-dung-nghien-cuu-tinh-nang-nhan-tin-moi-khong-can-song-dien-thoai-cho-iPhone-ikp, Apple được cho là đã dừng phát triển tính năng mới giúp người dùng iPhone có thể nhắn tin với nhau mà không cần mạng di động.  Báo cáo của The...,21 tháng 9 2019
314,Lịch sử của Hồng Kông,DanBlue,56,4736,https://spiderum.com/bai-dang/Lich-su-cua-Hong-Kong-ijx," “Tình trạng đặc biệt” của thành phố với hơn 7 triệu dân này là kết quả của hai thế kỷ không ngừng phát trển, đổi thay và hỗn loạn.  Trong nhiều tuần...",20 tháng 9 2019
315,Sự câm lặng của các vị Thần,Phàm nhân tu tiên,60,3242,https://spiderum.com/bai-dang/Su-cam-lang-cua-cac-vi-Than-igv," Lời đề: Dựa trên những gì mình học được . Đây sẽ là loạt series của mình về Chủ Nghĩa Tự Do.   Series có tên là ""Vòng Đời Của Tự Do"".  ...",16 tháng 9 2019
316,"[Stoicism] - Dịch Seneca (16): Nếu Chúa hay định mệnh quyết định tất cả, còn gì cho Triết...",Andy Luong,59,3493,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-16-idh,"      Lời tựa:  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",10 tháng 9 2019
317,Thế tiến thoái lưỡng nan của người tù (Prisoner’s Dilemma),zeally,37,4026,https://spiderum.com/bai-dang/The-tien-thoai-luong-nan-cua-nguoi-tu-Prisoners-Dilemma-ib7,    Nguồn ảnh: Encyclopedia Brittanica.  Thế tiến thoái lưỡng nan của người tù (Prisoner’s Dilemma) là một trò chơi nghiên cứu về sự hợp tác giữa...,7 tháng 9 2019
318,[Stoicism] - Dịch Seneca (15): Về việc tập luyện: Cơ bắp và tâm trí ,Andy Luong,50,2758,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-15-Ve-viec-tap-luyen-Co-bap-va-tam-tri-ia9,"      Lời tựa:  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",5 tháng 9 2019
319,Đóng Khung Tinh Thần Dân Tộc: Quan sát và đánh giá hội họa thời kì trước và sau Đổi mới,Truê,26,1669,https://spiderum.com/bai-dang/Dong-Khung-Tinh-Than-Dan-Toc-Quan-sat-va-danh-gia-hoi-hoa-thoi-ki-truoc-va-sau-Doi-moi-i7u,  Nora A. Taylor   Vũ Thị Khuê dịch  Từ bài viết Framing the National Spirit: Viewing and Reviewing Painting under the Revolution của Nora A. Taylor....,2 tháng 9 2019
320,Tại sao Internet của bạn giựt lag và cách giải quyết hiệu quả vấn đề,Curly Rae Braces,142,6489,https://spiderum.com/bai-dang/Lam-cho-internet-het-giut-lag-bang-phan-mem-nguon-mo-i7a,"  Vào chuyện ngày xưa...   Ngày xưa hồi còn lang bạt mình hay đi chơi ở các quán (cà phê) Internet. Đó là thời đầu năm 2000, khi người ta còn lên mạng...",1 tháng 9 2019
321,Thịt sống vs. thịt chín,zeally,59,5254,https://spiderum.com/bai-dang/Thit-song-vs-thit-chin-i6v,"       Vì sao bạn thích ăn nem chua, nhưng lại không muốn ăn một bát đầy thịt sống băm nhuyễn? Bạn thích phở tái ơi là tái, nhưng lại không muốn cắn...",31 tháng 8 2019
322,"[Stoicism] - Dịch Seneca (14): Về một cuộc sống ""an toàn""",Andy Luong,45,2427,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-14-i6c,"      Lời tựa:  
 
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",30 tháng 8 2019
323,1905 — Một năm kì diệu của Einstein,zeally,31,3113,https://spiderum.com/bai-dang/1905-Mot-nam-ki-dieu-cua-Einstein-i4m," Đầu năm 1905, thanh niên gần 26 tuổi Albert Einstein bước vào đời với tư cách là sinh viên thi trượt. Hầu hết các nhà vật lí học hồi đó có lẽ sẽ phì...",27 tháng 8 2019
324,[Stoicism] - Dịch Seneca (13): Đôi điều về nỗi sợ,Andy Luong,38,3922,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-13-Doi-dieu-ve-noi-so-i1b,"   Lời tựa:  


Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",22 tháng 8 2019
325,"Mình đã làm Khóa luận tốt nghiệp như thế nào?
Phần cuối: Tất cả đều về La Mã",Nguyên,13,1540,https://spiderum.com/bai-dang/Minh-da-lam-Khoa-luan-tot-nghiep-nhu-the-nao-Phan-cuoi-Tat-ca-deu-ve-La-Ma-i14,"    Trận Thermopylae - là một trận đánh nổi tiếng trong lịch sử, là một cuộc chạm trán giữa các thành bang Hy Lạp, dưới sự dẫn dắt của Leonidas I xứ...",22 tháng 8 2019
326,[Stoicism] - Dịch Seneca (12): Về tuổi già và một cách để đón nhận cuộc sống mỗi ngày,Andy Luong,38,2273,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-12-Ve-tuoi-gia-va-mot-cach-de-don-nhan-cuoc-song-moi-ngay-hw6,"   Lời tựa:  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",15 tháng 8 2019
327,Xác suất Thống kê - Ước lượng điểm (Point Estimation),kemmanolic,19,6795,https://spiderum.com/bai-dang/Xac-suat-Thong-ke-Uoc-luong-diem-Point-Estimation-hve,"    Nguồn: Wikipedia     Sau bài về    Suy luận Thống kê   , mình định viết tiếp về Likelihood Function, một hàm rất quan trọng và là nền tảng...",14 tháng 8 2019
328,Chuyện hành chuyện tỏi,zeally,37,1733,https://spiderum.com/bai-dang/Chuyen-hanh-chuyen-toi-hsz,"      Làm sao để thái hành không nước mắt? Hành tỏi nên thái, băm, đập dập hay giã nhỏ? Nên bỏ vào trước hay sau khi nấu? Nên ăn sống hay ăn chín? Vài...",11 tháng 8 2019
329,"Dòng hải lưu Gulf Stream, dòng tia (jet stream) và vai trò của chúng trong biến đổi khí...",Valkyrie,8,1155,https://spiderum.com/bai-dang/Dong-hai-luu-Gulf-Stream-dong-tia-jet-stream-va-vai-tro-cua-chung-trong-bien-doi-khi-hau-hsa,               © Wikimedia  Các dòng hải lưu chính trên thế giới. Mũi tên đỏ: dòng hải lưu ấm. Mũi tên xanh: dòng hải lưu lạnh. Tô xanh lá cây: dòng...,10 tháng 8 2019
330,"[Stoicism] - Dịch Seneca (11): Về đỏ mặt, hay cách mà tự nhiên nhắc ta nhớ về sức mạnh của...",Andy Luong,41,1949,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-11-Ve-do-mat-hay-cach-ma-tu-nhien-nhac-ta-nho-ve-suc-manh-cua-no-hqw,"   Lời tựa:  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",8 tháng 8 2019
331,"Jailbreak và firmware hacking, từ Apple-1 tới iPhone",Curly Rae Braces,86,3667,https://spiderum.com/bai-dang/Tu-Apple-1-toi-iPhone-Jailbreak-va-hacking-la-gi-ho5, Mình đã nhiều lần nghe nhiều người phàn nàn trên mạng rằng những công ty như Apple rất tham lam. Họ cố tình làm hệ điều hành của mình chậm đi theo...,5 tháng 8 2019
332,Thu hút người tìm kiếm và các công cụ tìm kiếm bằng SEO.,võ thanh sang,12,1116,https://spiderum.com/bai-dang/Thu-hut-nguoi-tim-kiem-va-cac-cong-cu-tim-kiem-bang-SEO-hmk, Thu hút người tìm kiếm và các công cụ tìm kiếm bằng SEO  Ở bài này chúng ta sẽ được giải đáp:    SEO và SEM khác nhau thế nào?      Các công cụ tìm...,3 tháng 8 2019
333,"[Stoicism] - Dịch Seneca (10): Tại sao hầu hết mọi người không nên sống một mình, nhưng...",Andy Luong,39,3238,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-10-Ve-tai-sao-hau-het-moi-nguoi-khong-nen-song-mot-minh-nhung-ban-thi-nen-hll,"   Lời tựa:  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",1 tháng 8 2019
334,Đơn giản hoá ứng dụng của trí tuệ nhân tạo (AI) vào ngành nhân lực (HR),Vĩnh Lộc,10,1109,https://spiderum.com/bai-dang/Don-gian-hoa-ung-dung-cua-tri-tue-nhan-tao-AI-vao-nganh-nhan-luc-HR-hkr," Sẵn tiện vừa viết một bài dài để trả lời một bạn hỏi về ứng dụng của machine learning vào mảng HR/talent sourcing, nên copy-paste lại lên thành...",31 tháng 7 2019
335,"Ứng dụng hay về kinh doanh, ""Tôi"" sẽ giúp bạn vừa chơi- vừa học.",võ thanh sang,25,3742,https://spiderum.com/bai-dang/Ung-dung-hay-ve-kinh-doanh-Toi-se-giup-ban-vua-choi-vua-hoc-hiq,"     Một ứng dụng học kinh doanh 100% miễn phí, với nguồn thông tin chất lượng, phù hợp cho mọi đối tượng, từ các starup chập chững đi tìm cho mình ý...",28 tháng 7 2019
336,Xác suất thống kê - Kiểm định giả thuyết (Phần I),kemmanolic,46,8379,https://spiderum.com/bai-dang/Xac-suat-thong-ke-Kiem-dinh-gia-thuyet-Phan-I-hhw, Chào mọi người. Hôm nay mình sẽ viết bài về Kiểm định giả thuyết  (Hypothesis Testing).  Đây là bài đầu tiên trong chuỗi bài về Xác suất thống...,27 tháng 7 2019
337,[Stoicism] - Dịch Seneca (9): Về câu hỏi: Liệu thánh nhân có cần bạn bè hay không? ,Andy Luong,47,2673,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-9-Ve-cau-hoi-Lieu-thanh-nhan-co-can-ban-be-hay-khong-hhb,"   Lời tựa:  

Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",26 tháng 7 2019
338,Thuốc y học cổ truyền trong bảo hiểm y tế,Xuân Hùng,5,836,https://spiderum.com/bai-dang/Thuoc-y-hoc-co-truyen-trong-bao-hiem-y-te-hg0, Thuốc cổ truyền đã có từ khi loài người sinh ra. Các nhà khoa học như Ibsen đã viết thành sách thuốc cách đây hơn 6.000 năm. Nước nào cũng có nền y...,25 tháng 7 2019
339,VAI TRÒ CỦA BUSINESS ANALYST (BA) TRONG CÔNG TY START UP,Arabica,21,2635,https://spiderum.com/bai-dang/VAI-TRO-CUA-BUSINESS-ANALYST-BA-TRONG-CONG-TY-START-UP-hf0,           Phân tích nghiệp vụ  theo định nghĩa của Viện phân tích kin h doanh quốc tế (IIBA) trong A Guide to the Business Analysis Body of Knowledge...,23 tháng 7 2019
340,"Tại sao hệ miễn dịch lại không thể nhận diện được tế bào ung thư để tấn công?
",Dương Quốc Cường,10,1695,https://spiderum.com/bai-dang/Tai-sao-he-mien-dich-lai-khong-the-nhan-dien-duoc-te-bao-ung-thu-de-tan-cong-hd9," Lưu ý, câu trả lời là từ góc nhìn của một nhà vi khuẩn học nên ở phần  2/  câu trả lời hơi tự tâng bốc và xoay quanh mảng vi khuẩn học, tuy vậy...",20 tháng 7 2019
341,[Stoicism] - Dịch Seneca (8): Tiếp về đám đông và sự ẩn dật của triết gia,Andy Luong,40,2313,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-8-Tiep-ve-dam-dong-va-su-an-dat-cua-triet-gia-hce,"   Lời tựa:  
 
Như đã giới thiệu trong   series  , Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",19 tháng 7 2019
342,10 trang webs vô ích chỉ dùng để giết thời gian,Rowan,57,5295,https://spiderum.com/bai-dang/10-trang-webs-vo-ich-chi-dung-de-giet-thoi-gian-h90,"    10 trang webs nhảm nhí nhất quả đất chuyên dùng để giết thời gian     1, Do Nothing for 2 Minutes           donothingfor2minutes.com    Một trang...",15 tháng 7 2019
343,[30-day writing challenge] Ngày 11: Cuộc chiến trình duyệt và sự độc quyền của Google,Nano Kwon,27,2211,https://spiderum.com/bai-dang/30-day-writing-challenge-Ngay-11-Cuoc-chien-trinh-duyet-va-su-doc-tai-cua-Google-h99,     Minh họa của Stefan Dimitrov     - Chrome cho đến nay đang được xem là trình duyệt thành công nhất trên thế giới và thị phần của nó đang tiếp tục...,15 tháng 7 2019
344,Anki ký sự - Cách thêm từ siêu cấp!!!,Bbchan,16,6202,https://spiderum.com/bai-dang/Anki-ky-su-Cach-them-tu-sieu-cap-h98,"  1. Anki là gì?   Anki là gì? Nói một cách ngắn gọn, Anki là phần mềm cho phép bạn học từ vựng thông qua các Flash Cards. Anki hỗ trợ cho Android,...",15 tháng 7 2019
345,Tư duy kiểu bổ củi,Curly Rae Braces,87,6492,https://spiderum.com/bai-dang/Tu-duy-kieu-bo-cui-h89,"  Freakonomics tuần này  có đưa lại một chủ đề cũ, là chuyện làm cách nào để giảm tỷ lệ người phạm tội, rơi vào vòng lao lý trong xã hội, tại sao xã...",14 tháng 7 2019
346,[Stoicism] - Dịch Seneca (7): Tại sao nên tránh đám đông,Andy Luong,59,3954,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-7-Tai-sao-nen-tranh-dam-dong-h6f,"   Lời tựa:  


Như đã giới thiệu trong   series  , Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là...",11 tháng 7 2019
347,Một cái nhìn về SuperMemo - Đối thủ của Anki?,Vũ G4r0,10,2048,https://spiderum.com/bai-dang/Mot-cac-nhin-ve-SuperMemo-Doi-thu-cua-Anki-h4k," Trước khi bắt đầu học những thứ về Anki. Chúng ta sẽ nom qua về một ""đối thủ"" của Anki, SuperMemo.   Có thể rất nhiều bạn bị nhầm SuperMemo với một...",9 tháng 7 2019
348,STEM và tính kiên nhẫn,Curly Rae Braces,117,5685,https://spiderum.com/bai-dang/STEM-va-tinh-kien-nhan-h39," Mấy năm trước mình cùng một người bạn thân có tình nguyện dạy lớp học STEM về chủ đề bóng thám không, sensor, lập trình cho một trường cấp hai dành...",8 tháng 7 2019
349,[Stoicism] - Dịch Seneca (6): Về học tập và chia sẻ kiến thức,Andy Luong,44,2218,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-6-Ve-hoc-tap-va-chia-se-kien-thuc-h1b,"   Lời tựa:  

  Như đã giới thiệu trong   series  , Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn...",5 tháng 7 2019
350,Đồ thị (Graph) - Sự kỳ diệu của toán,SaveRhinos,30,2466,https://spiderum.com/bai-dang/Do-thi-Graph-Su-ky-dieu-cua-toan-gzm,         Dành cho những người hay hỏi: Học toán để làm gì?  Có bài toán “hồi xưa” về 7 cây cầu Königsberg  như sau:  Ở  Königsberg  (nay là...,2 tháng 7 2019
351,Tâm lý học (Psychology),SaveRhinos,32,1825,https://spiderum.com/bai-dang/Tam-ly-hoc-Psychology-gz0, Từ gốc của tâm lý học (Psychology) là Sự học về...Linh Hồn ! Bây giờ thì người ta định nghĩa Tâm lý học là Khoa học về Nhận thức (Tâm trí) và Hành Vi...,1 tháng 7 2019
352,Loài động vật đáng sợ nhất từng tồn tại,Q R V N,52,6535,https://spiderum.com/bai-dang/Loai-dong-vat-dang-so-nhat-tung-ton-tai-gxx, Câu hỏi gốc: Loài động vật tuyệt chủng nào là đáng sợ nhất nếu còn sống đến ngày hôm nay?   Nguồn:  https://qr.ae/TWGMSJ    Được trả lời bởi Gary...,30 tháng 6 2019
353,Anima - Sự nữ tính trong tâm trí nam giới ,Tú Anh,78,10836,https://spiderum.com/bai-dang/Anima-Su-nu-tinh-trong-tam-tri-nam-gioi-gxo,"  Bài viết tập trung vào việc giải quyết những câu hỏi: Anima là gì, việc biết tới anima có tác dụng gì, nên làm gì với anima của mình.              ...",29 tháng 6 2019
354,[Stoicism] - Dịch Seneca (5): Về ý nghĩa và cách tiếp cận triết học ,Andy Luong,41,2809,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-5-Ve-y-nghia-va-cach-tiep-can-triet-hoc-gws,"   Lời tựa:       Như đã giới thiệu trong   series  , Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn...",28 tháng 6 2019
355,[Stoicism] - Dịch Seneca (4): Về nỗi sợ chết,Andy Luong,34,3088,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-4-Ve-noi-so-chet-gtr,"      Lời tựa:  
 
Như đã giới thiệu trong   series  , Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn...",23 tháng 6 2019
356,Vitamin dưới dạng thực phẩm chức năng có thực sự mang lại ích lợi?,Valkyrie,26,2038,https://spiderum.com/bai-dang/Vitamin-duoi-dang-thuc-pham-chuc-nang-co-thuc-su-mang-lai-ich-loi-gt8,                              Góc nhìn  Một việc làm hình như đã thành thói quen cho nhiều người Việt mình mỗi khi đi nước ngoài là mua/được nhờ mua...,22 tháng 6 2019
357,Ngủ bao nhiêu mới là đủ?,ThanhCj,147,8372,https://spiderum.com/bai-dang/Ngu-bao-nhieu-moi-la-du-gsu, Nhiều người sẽ cho rằng biểu hiện mệt mỏi và buồn ngủ của một cơ thể bình thường là dấu hiệu cho thấy cơ thể đó cần một giấc ngủ. Nhưng liệu điều đó...,22 tháng 6 2019
358,Tất tật những thứ cần biết về tiền ảo Libra của Facebook,Le Quang Nguyen,37,4518,https://spiderum.com/bai-dang/Tat-tat-nhung-thu-can-biet-ve-tien-ao-Libra-cua-Facebook-gsk,            [Dịch] bản gốc tại:  https://techcrunch.com/2019/06/18/facebook-libra/          Cuối cùng FB cũng đã công bố những chi tiết về...,21 tháng 6 2019
359,[Stoicism] - Dịch Seneca (3): Đôi dòng về tình bạn chân chính,Andy Luong,52,2529,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-3-Doi-dong-ve-tinh-ban-chan-chinh-grd,"      Lời tựa:  
 
Như đã giới thiệu trong   series  , Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn...",18 tháng 6 2019
360,AI vs bộ não con người,loveless,57,2921,https://spiderum.com/bai-dang/AI-vs-bo-nao-con-nguoi-gpp," Trong anime Steins; Gate 0, Amadeus là một AI (trí tuệ nhân tạo – artificial intelligence) được xây dựng từ bản sao của trí nhớ Kurisu. Bằng cách số...",15 tháng 6 2019
361,[Stoicism] - Dịch Seneca (2): Về văn hóa đọc: Vì sao không nên đọc lan man? ,Andy Luong,63,3997,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-2-Ve-van-hoa-doc-Vi-sao-khong-nen-doc-lan-man-goh,"   Lời tựa : 


Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết học mà còn là một...",13 tháng 6 2019
362,Triết Học Democritus Kì 1: Nguyên Tử Và Hư Vô,Miku Nakano,22,2369,https://spiderum.com/bai-dang/Triet-Hoc-Democritus-Ki-1-Nguyen-Tu-Va-Hu-Vo-glq,"        Trước hết, Democritus là ai? Ông là một người Hy Lạp cổ đại, được sinh ra vào khoảng năm 450 trước Công nguyên tại thị trấn Hy Lạp hẻo lánh...",9 tháng 6 2019
363,Công cụ máy tính hữu dụng nhất,Curly Rae Braces,105,3881,https://spiderum.com/bai-dang/Cong-cu-may-tinh-huu-dung-nhat-gjr," Hồi đầu những năm 2000, khi không phải ai cũng biết dùng máy tính và không phải ai cũng coi máy tính là công cụ cần thiết trong cuộc sống như bây...",7 tháng 6 2019
364,Thực dưỡng có trị được ung thư? ,Dương Quốc Cường,50,2622,https://spiderum.com/bai-dang/Thuc-duong-co-tri-ung-thu-gex,"   Câu hỏi gốc  : Nếu không có bất cứ tế bào bệnh tật nào, bao gồm cả ung thư, có thể sống sót trong môi trường kiềm, vậy tại sao các bác sĩ không thể...",30 tháng 5 2019
